"sitemonthyear","siteID","monthyear","year","plotID","species_richness","exotic_richness","exotic_cover","latitude","longitude","easting","northing","Dominant_NLCD_Classes"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_020",16,NA,NA,63.845012,-145.733569,562283.682,7080361.504,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_021",14,NA,NA,63.860681,-145.742041,561832.638,7082099.011,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_022",16,NA,NA,63.874251,-145.721887,562792.888,7083630.535,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_026",13,NA,NA,63.856988,-145.749533,561472.492,7081680.351,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_028",23,NA,NA,63.869323,-145.742874,561772.706,7083061.027,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_029",23,NA,NA,63.875181,-145.736494,562073.251,7083719.932,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2017-07","DEJU","2017-07","2017","DEJU_030",14,NA,NA,63.866059,-145.739985,561921.864,7082700.241,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_001",22,NA,NA,63.89244,-145.769965,560391.987,7085610.726,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_002",25,NA,NA,63.879623,-145.720429,562852.504,7084230.561,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_003",23,NA,NA,63.930794,-145.751133,561232.857,7089901.822,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_004",24,NA,NA,63.912331,-145.766038,560541.927,7087830.553,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_005",24,NA,NA,63.896876,-145.75386,561173.012,7086120.236,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_006",18,NA,NA,63.835171,-145.748058,561592.668,7079251.002,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_007",24,NA,NA,63.866754,-145.726499,562582.969,7082790.784,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_008",20,NA,NA,63.897474,-145.761176,560812.584,7086179.926,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_009",17,NA,NA,63.853315,-145.760668,560933.069,7081260.415,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_010",17,NA,NA,63.937523,-145.751463,561202.019,7090651.239,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_011",22,NA,NA,63.880982,-145.723425,562702.324,7084378.985,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_012",21,NA,NA,63.92112,-145.787666,559462.286,7088789.479,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_014",34,NA,NA,63.831139,-145.747612,561623.434,7078802.279,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_015",14,NA,NA,63.87415,-145.741425,561833.304,7083600.246,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_016",16,NA,NA,63.857875,-145.759874,560962.224,7081769.228,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_017",5,NA,NA,63.883388,-145.780721,559883.25,7084592.01,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_018",16,NA,NA,63.837932,-145.755235,561233.595,7079551.74,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_019",19,NA,NA,63.891194,-145.75105,561323.317,7085489.899,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_020",15,NA,NA,63.845012,-145.733569,562283.682,7080361.504,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_021",15,NA,NA,63.860681,-145.742041,561832.638,7082099.011,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_022",24,NA,NA,63.874251,-145.721887,562792.888,7083630.535,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_023",6,NA,NA,63.934644,-145.761389,560721.732,7090320.96,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_024",12,NA,NA,63.887095,-145.77447,560182.273,7085010.935,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_025",17,NA,NA,63.894482,-145.756391,561053.961,7085851.081,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_026",14,NA,NA,63.856988,-145.749533,561472.492,7081680.351,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_027",7,NA,NA,63.896283,-145.77832,559973.624,7086030.994,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_028",38,NA,NA,63.869323,-145.742874,561772.706,7083061.027,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_029",34,NA,NA,63.875181,-145.736494,562073.251,7083719.932,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_030",17,NA,NA,63.866059,-145.739985,561921.864,7082700.241,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_045",17,NA,NA,63.880889,-145.742977,561742.274,7084349.536,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_046",20,NA,NA,63.877756,-145.753497,561232.427,7083990.317,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_047",15,NA,NA,63.88224,-145.739248,561922.44,7084503.699,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2018-08","DEJU","2018-08","2018","DEJU_067",22,NA,NA,63.915466,-145.755464,561053.833,7088189.919,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_001",20,NA,NA,63.89244,-145.769965,560391.987,7085610.726,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_002",16,NA,NA,63.879623,-145.720429,562852.504,7084230.561,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_003",22,NA,NA,63.930794,-145.751133,561232.857,7089901.822,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_004",18,NA,NA,63.912331,-145.766038,560541.927,7087830.553,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_005",27,NA,NA,63.896876,-145.75386,561173.012,7086120.236,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_006",15,NA,NA,63.835171,-145.748058,561592.668,7079251.002,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_007",21,NA,NA,63.866754,-145.726499,562582.969,7082790.784,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_008",20,NA,NA,63.897474,-145.761176,560812.584,7086179.926,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_009",13,NA,NA,63.853315,-145.760668,560933.069,7081260.415,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_010",19,NA,NA,63.937523,-145.751463,561202.019,7090651.239,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_011",14,NA,NA,63.880982,-145.723425,562702.324,7084378.985,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_012",17,NA,NA,63.92112,-145.787666,559462.286,7088789.479,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_014",28,NA,NA,63.831139,-145.747612,561623.434,7078802.279,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_015",15,NA,NA,63.87415,-145.741425,561833.304,7083600.246,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_016",16,NA,NA,63.857875,-145.759874,560962.224,7081769.228,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_017",7,NA,NA,63.883388,-145.780721,559883.25,7084592.01,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_018",14,NA,NA,63.837932,-145.755235,561233.595,7079551.74,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_019",19,NA,NA,63.891194,-145.75105,561323.317,7085489.899,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_020",8,NA,NA,63.845012,-145.733569,562283.682,7080361.504,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_021",13,NA,NA,63.860681,-145.742041,561832.638,7082099.011,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_022",23,NA,NA,63.874251,-145.721887,562792.888,7083630.535,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_023",7,NA,NA,63.934644,-145.761389,560721.732,7090320.96,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_024",11,NA,NA,63.887095,-145.77447,560182.273,7085010.935,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_025",16,NA,NA,63.894482,-145.756391,561053.961,7085851.081,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_026",17,NA,NA,63.856988,-145.749533,561472.492,7081680.351,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_027",9,NA,NA,63.896283,-145.77832,559973.624,7086030.994,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_028",21,NA,NA,63.869323,-145.742874,561772.706,7083061.027,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_029",24,NA,NA,63.875181,-145.736494,562073.251,7083719.932,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_030",14,NA,NA,63.866059,-145.739985,561921.864,7082700.241,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_045",13,NA,NA,63.880889,-145.742977,561742.274,7084349.536,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_046",16,NA,NA,63.877756,-145.753497,561232.427,7083990.317,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_047",18,NA,NA,63.88224,-145.739248,561922.44,7084503.699,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DEJU2019-08","DEJU","2019-08","2019","DEJU_067",20,NA,NA,63.915466,-145.755464,561053.833,7088189.919,"Evergreen Forest, Shrub/Scrub, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_001",23,2,3,32.532072,-87.805439,424363.581,3599700.303,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_002",21,NA,NA,32.532479,-87.818534,423134.149,3599754.698,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_003",26,1,1,32.534942,-87.815024,423465.805,3600025.229,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_005",22,4,48,32.523355,-87.814626,423493.385,3598740.462,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_006",31,2,2,32.533913,-87.803842,424515.024,3599903.242,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_007",24,1,0.5,32.538023,-87.801,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_008",17,4,4,32.540078,-87.814098,423557.149,3600593.954,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_009",16,1,1,32.534101,-87.816942,423285.042,3599933.401,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_010",39,2,9,32.540456,-87.800089,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_011",15,NA,NA,32.520324,-87.817128,423255.837,3598406.262,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_012",18,2,2.5,32.531168,-87.816626,423312.171,3599608.076,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_013",27,1,2.5,32.540611,-87.817309,423256.057,3600655.355,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_014",27,1,1,32.529789,-87.818194,423163.759,3599456.291,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_015",22,1,2,32.52874,-87.813389,423614.102,3599336.529,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_016",33,4,12,32.535814,-87.808008,424125.439,3600116.955,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_018",45,4,14.5,32.540987,-87.799108,424965.509,3600684.094,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_019",14,1,3.5,32.536383,-87.802597,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_020",31,1,0.5,32.538834,-87.801338,424754.268,3600446.944,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_021",24,2,1.5,32.526812,-87.819123,423074.016,3599126.98,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_022",22,1,1,32.541156,-87.816365,423345.21,3600715.102,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_023",27,3,3,32.541444,-87.812539,423704.689,3600744.226,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_024",11,2,91.5,32.525211,-87.817496,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_025",26,2,8,32.535528,-87.809901,423947.427,3600086.578,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_026",23,1,2,32.534432,-87.8112,423824.536,3599965.931,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_027",31,2,15.5,32.538459,-87.809949,423945.432,3600411.485,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_028",24,NA,NA,32.535497,-87.811463,423800.759,3600084.262,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_029",24,3,6.5,32.529808,-87.810523,423884.168,3599452.861,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_030",25,3,4.5,32.533085,-87.810205,423916.855,3599815.977,"Evergreen Forest, Woody Wetlands"
"DELA2015-07","DELA","2015-07","2015","DELA_040",29,1,2.5,32.538802,-87.804522,424455.306,3600445.644,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_001",36,2,3,32.532072,-87.805439,424363.581,3599700.303,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_002",20,1,0.5,32.532479,-87.818534,423134.149,3599754.698,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_003",28,2,8,32.534942,-87.815024,423465.805,3600025.229,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_004",29,2,68.5,32.531982,-87.81434,423527.559,3599696.611,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_005",30,4,30.5,32.523355,-87.814626,423493.385,3598740.462,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_006",34,2,8,32.533913,-87.803842,424515.024,3599903.242,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_007",19,NA,NA,32.538023,-87.801,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_008",20,1,0.5,32.540078,-87.814098,423557.149,3600593.954,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_009",16,1,1,32.534101,-87.816942,423285.042,3599933.401,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_010",35,3,35.5,32.540456,-87.800089,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_011",15,NA,NA,32.520324,-87.817128,423255.837,3598406.262,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_012",25,1,28,32.531168,-87.816626,423312.171,3599608.076,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_013",35,1,14,32.540611,-87.817309,423256.057,3600655.355,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_014",27,NA,NA,32.529789,-87.818194,423163.759,3599456.291,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_015",21,2,1.5,32.52874,-87.813389,423614.102,3599336.529,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_016",34,3,35.5,32.535814,-87.808008,424125.439,3600116.955,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_017",47,3,11,32.53257,-87.806696,424245.881,3599756.309,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_018",43,1,12,32.540987,-87.799108,424965.509,3600684.094,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_020",38,1,1,32.538834,-87.801338,424754.268,3600446.944,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_021",21,2,2,32.526812,-87.819123,423074.016,3599126.98,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_022",24,2,3.5,32.541156,-87.816365,423345.21,3600715.102,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_023",28,1,11,32.541444,-87.812539,423704.689,3600744.226,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_024",9,1,4,32.525211,-87.817496,NA,NA,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_025",24,4,18.5,32.535528,-87.809901,423947.427,3600086.578,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_026",28,1,7.5,32.534432,-87.8112,423824.536,3599965.931,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_027",28,1,7,32.538459,-87.809949,423945.432,3600411.485,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_028",26,1,0.5,32.535497,-87.811463,423800.759,3600084.262,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_029",30,4,28,32.529808,-87.810523,423884.168,3599452.861,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_030",31,1,3.5,32.533085,-87.810205,423916.855,3599815.977,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_037",29,2,1,32.539627,-87.801968,424695.79,3600535.291,"Evergreen Forest, Woody Wetlands"
"DELA2016-06","DELA","2016-06","2016","DELA_038",39,4,23.5,32.54229,-87.806804,424243.89,3600833.927,"Evergreen Forest, Woody Wetlands"
"DELA2017-06","DELA","2017-06","2017","DELA_001",30,1,1,32.532072,-87.805439,424363.581,3599700.303,"Evergreen Forest, Woody Wetlands"
"DELA2017-06","DELA","2017-06","2017","DELA_005",35,3,15.5,32.523355,-87.814626,423493.385,3598740.462,"Evergreen Forest, Woody Wetlands"
"DELA2017-06","DELA","2017-06","2017","DELA_011",13,NA,NA,32.520324,-87.817128,423255.837,3598406.262,"Evergreen Forest, Woody Wetlands"
"DELA2017-06","DELA","2017-06","2017","DELA_029",33,5,31.5,32.529808,-87.810523,423884.168,3599452.861,"Evergreen Forest, Woody Wetlands"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_016",10,NA,NA,35.593016,-83.474652,275802.481,3941628.53,"Deciduous Forest, Evergreen Forest"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_025",7,NA,NA,35.58978,-83.475516,275715.189,3941271.462,"Deciduous Forest, Evergreen Forest"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_027",13,NA,NA,35.561217,-83.495854,273791.838,3938149.247,"Deciduous Forest, Evergreen Forest"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_028",8,NA,NA,35.593162,-83.468367,276372.411,3941630.415,"Deciduous Forest, Evergreen Forest"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_029",6,NA,NA,35.592538,-83.471993,276042.128,3941569.436,"Deciduous Forest, Evergreen Forest"
"GRSM2015-08","GRSM","2015-08","2015","GRSM_030",10,NA,NA,35.591133,-83.475234,275744.531,3941420.871,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_001",27,NA,NA,35.684589,-83.532102,270858.316,3951920.378,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_002",10,NA,NA,35.670427,-83.587378,265813.653,3950479.575,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_003",11,NA,NA,35.67661,-83.474563,276044.077,3950902.29,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_004",17,NA,NA,35.690178,-83.536321,270492.519,3952550.286,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_005",8,NA,NA,35.681406,-83.397816,283004.215,3951261.975,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_006",30,NA,NA,35.6789,-83.645325,260592.942,3951559.444,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_007",29,NA,NA,35.686866,-83.513992,272504.006,3952130.841,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_008",34,NA,NA,35.679121,-83.482275,275352.977,3951198.468,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_009",32,NA,NA,35.670878,-83.48998,274632.401,3950301.625,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_010",40,NA,NA,35.669842,-83.52603,271365.85,3950270.098,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_011",20,NA,NA,35.687348,-83.410274,281892.775,3951948.828,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_012",28,NA,NA,35.670778,-83.481653,275385.877,3950271.463,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_013",17,NA,NA,35.683384,-83.638159,261255.041,3952039.441,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_014",22,NA,NA,35.66449,-83.524234,271513.228,3949672.179,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_015",34,1,2.5,35.730398,-83.408575,282163.79,3956721.092,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_017",26,NA,NA,35.669925,-83.522396,271695.098,3950270.859,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_018",12,NA,NA,35.704934,-83.344121,287926.679,3953754.762,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_019",17,NA,NA,35.678734,-83.642356,260861.248,3951533.798,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_020",37,NA,NA,35.703464,-83.361003,286395.179,3953628.293,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_021",17,NA,NA,35.71969,-83.403287,282613.031,3955521.343,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_022",15,NA,NA,35.685732,-83.39795,283003.813,3951742.255,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_023",22,NA,NA,35.651393,-83.5139,272411.63,3948195.154,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_024",12,NA,NA,35.707279,-83.387962,283966.054,3954110.594,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_026",16,NA,NA,35.683538,-83.644152,260712.995,3952071.16,"Deciduous Forest, Evergreen Forest"
"GRSM2016-07","GRSM","2016-07","2016","GRSM_055",42,NA,NA,35.685523,-83.502232,273564.656,3951954.638,"Deciduous Forest, Evergreen Forest"
